HIP,RA,Dec,Vmag,pmRA,pmDE,Plx,RV
61685,189.68054414,-4.37355045,6.67,-47.10,-0.90,3.99,10.00
61688,189.68588064,-18.25010005,6.00,-119.36,25.44,14.86,-12.90
61692,189.69282247,40.87466237,6.35,-24.76,-14.24,14.74,-7.70
61703,189.71816333,-67.19304844,6.22,-4.55,-1.09,-0.54,-15.80
61709,189.72787322,-76.06596073,6.77,-25.51,-19.98,4.48,
61719,189.75908775,22.65949663,6.39,-42.90,-19.10,7.51,-26.84
61720,189.76441026,-30.42238710,5.86,-34.10,-10.40,5.22,-10.00
61724,189.78045524,21.06255941,5.49,-78.17,-8.87,11.93,-19.31
61738,189.81072508,-75.37059392,6.46,-21.80,-9.10,5.73,-20.00
61740,189.81152882,-7.99556433,4.66,-77.20,-24.30,11.11,-19.70
61748,189.82025335,35.95195900,6.39,18.04,-2.70,7.43,-12.90
61763,189.87905379,-6.10056631,6.71,48.17,-4.08,3.49,
61789,189.96887275,-39.98730250,4.63,-41.50,-24.80,8.94,15.10
61796,189.98271684,-66.51113807,6.26,-34.48,-6.23,8.75,-3.00
61853,190.15017978,-14.09980641,6.84,-25.00,-3.13,3.52,
61902,190.28234300,30.43712246,6.94,-19.76,12.66,11.69,-8.60
61905,190.29027283,-44.10118544,6.72,-88.98,-1.52,7.37,9.10
61908,190.30718293,-27.90818920,6.64,-31.15,-2.67,4.32,
61910,190.31646990,-13.01390113,5.17,-123.90,14.10,12.67,-10.53
61916,190.34577184,-46.14558151,5.84,-71.44,58.89,3.60,6.90
61927,190.36995711,49.29054556,6.89,-59.03,33.46,4.15,-36.73
61932,190.37932752,-48.95988844,2.20,-193.60,-11.60,25.06,-5.50
61936,190.39129389,62.71303886,6.02,-31.04,-17.54,6.25,-3.80
61937,190.39330074,10.42627000,6.22,-105.30,-0.50,15.90,9.00
61941,190.41517626,-1.44937487,2.74,-614.76,61.34,85.58,-20.42
61950,190.45158203,9.88606502,6.97,-66.10,15.60,7.91,-8.70
61951,190.45580621,-19.75909199,6.02,-180.15,16.61,16.12,-2.80
61960,190.47106888,10.23562538,4.88,82.56,-89.09,27.57,-0.70
61966,190.48570106,-59.68581953,4.91,-24.66,-3.66,3.41,12.50
61968,190.48798996,6.80661706,5.57,-72.14,-11.01,13.98,3.80
61969,190.49036687,-7.50029873,6.81,15.38,-45.98,4.01,-1.60
61981,190.52094391,-69.40755367,6.31,-4.96,-1.86,1.60,3.80
61982,190.52703236,-54.76085956,6.58,-23.80,13.30,5.15,
61995,190.57389230,33.68858004,6.64,-220.73,-107.01,16.93,10.12
62012,190.64771642,-48.81310872,4.66,-123.86,-30.15,17.11,-11.70
62026,190.70733197,-55.94700120,6.06,-34.98,-16.44,9.22,15.00
62027,190.70944006,-63.05862443,5.27,-12.86,-3.80,2.68,22.00
62046,190.76720168,61.15542066,6.39,-52.80,19.60,6.09,-5.56
62058,190.78824797,-56.17622414,5.99,-31.80,-11.91,8.54,10.30
62062,190.80452202,-24.99051435,6.80,1.87,-10.96,2.24,
62073,190.82701186,26.12659077,6.68,23.35,-2.96,7.22,-9.90
62081,190.85942813,-40.17784942,6.43,25.30,-15.47,14.57,-4.60
62084,190.86800056,-58.90274219,6.41,-68.90,2.20,5.88,16.60
62103,190.90854230,-1.57699586,5.91,48.06,-74.61,14.93,0.70
62109,190.94872488,-12.01422348,6.61,42.30,-21.10,5.31,
62125,190.98306237,-13.14192232,6.96,31.09,-11.84,13.88,-12.60
62128,190.99445461,-36.34915264,6.38,6.81,-6.87,4.12,-1.30
62131,191.00221141,-28.32395681,5.46,-29.83,-38.85,7.91,7.10
62141,191.04656918,-2.84256075,6.76,-70.40,-8.37,12.04,
62170,191.10838822,80.62102424,6.33,32.36,-43.47,6.96,-28.20
62172,191.11291735,44.10300374,6.34,-31.40,4.00,10.16,-16.40
62177,191.14051572,43.12660244,6.96,-7.46,-2.14,4.47,7.48
62179,191.14566995,-57.28692454,6.64,-28.10,-13.60,8.99,
62207,191.24752141,39.27891628,5.95,-359.91,140.06,57.55,80.35
62212,191.25856325,-68.83075081,6.16,-7.33,-1.94,1.59,
62223,191.28261241,45.44025619,5.42,-1.21,13.19,3.12,15.30
62232,191.31824035,-28.76603918,6.78,-40.46,-6.21,7.42,
62241,191.34796975,-48.17047311,6.64,8.60,10.60,7.95,26.20
62267,191.40440814,7.67332578,5.22,-108.03,4.14,12.91,-10.60
62268,191.40854807,-60.98131821,4.69,112.91,-64.62,27.17,7.10
62285,191.46907434,-21.76826615,6.91,0.81,-10.42,4.64,
62312,191.52280878,-54.61220637,6.65,-21.24,0.40,4.60,
62322,191.57002677,-68.10811913,3.04,-41.97,-8.89,9.55,42.00
62325,191.59393546,9.53968362,5.65,279.29,-453.41,22.15,51.95
62327,191.59464379,-56.48881520,4.62,-33.20,-12.60,8.48,16.60
62345,191.62851526,-11.81244050,6.87,-276.90,53.60,32.42,-20.39
62349,191.63624519,24.14505013,6.83,-114.60,-218.90,24.00,6.34
62356,191.66150388,16.57769139,5.12,14.13,16.60,9.60,50.58
62360,191.69261956,-33.31548270,5.87,11.43,-28.35,9.18,30.90
62375,191.75911754,9.06396267,6.89,-6.79,-13.22,4.81,-4.49
62376,191.75960945,5.95037341,6.31,30.95,-56.23,3.76,17.30
62388,191.79409191,15.59167432,6.66,8.00,-14.87,6.27,-16.90
62394,191.80684194,11.95808784,6.11,44.50,-19.20,12.01,-1.80
62402,191.82896234,62.78115465,5.88,19.88,5.91,16.59,-10.50
62421,191.88926365,-6.30175157,6.27,5.20,-41.00,14.28,14.10
62423,191.89309904,66.79030428,5.43,1.62,-4.39,4.40,11.33
62428,191.91334266,-58.29756979,6.95,-33.34,-14.16,8.09,5.80
62434,191.93026305,-59.68876362,1.25,-48.24,-12.82,9.25,10.30
62437,191.95118716,50.15695057,6.82,-100.53,-5.85,14.87,-1.60
62443,191.96421727,3.57271605,6.42,-7.80,-1.90,5.59,13.78
62447,191.97217044,-25.01534983,6.81,-29.34,-28.96,7.29,
62448,191.97352446,-24.85165864,6.43,-43.45,37.28,4.41,49.00
62459,192.00167699,18.83680863,6.91,34.35,-17.24,6.40,-16.82
62476,192.05567077,52.45316351,6.88,-25.54,-11.25,5.65,
62478,192.05972988,13.55301810,6.47,-48.20,-32.99,7.95,-0.10
62483,192.06862337,-44.71876773,6.88,-25.88,-6.72,4.67,
62500,192.10940847,-27.59738410,5.65,-153.53,-62.86,10.18,-10.80
62512,192.16443179,60.31982229,5.83,108.70,-1.10,41.59,-18.00
62516,192.17417947,48.46683818,6.25,-64.13,11.19,7.27,-1.90
62523,192.19603504,24.84022590,6.29,-334.63,-105.56,59.06,-6.00
62541,192.22588987,14.12258380,5.71,28.05,-18.91,8.17,-5.90
62561,192.27782925,83.41783215,5.92,-20.30,15.10,8.13,-0.10
62572,192.30690555,83.41290084,5.38,-26.90,20.20,10.75,2.30
62576,192.32271347,27.55237893,5.76,-92.70,22.00,10.76,-11.00
62580,192.34354509,-40.77523346,6.89,-30.60,23.40,5.52,
62600,192.40848795,48.74003004,6.50,-16.95,-8.15,6.00,
62608,192.43737256,-71.98625969,5.55,9.78,-5.83,6.98,-8.10
62610,192.44031985,-15.88305049,6.63,-5.02,-34.21,2.43,
62611,192.44594949,-15.07891806,6.97,-15.84,-2.46,2.47,-14.40
62614,192.45263001,26.43131755,6.87,31.49,-13.59,5.72,-11.21
62618,192.46476452,-50.32385223,6.93,0.15,-13.87,4.94,
62636,192.52145580,-7.63220288,6.99,-241.11,11.83,20.94,-27.30
62641,192.54475209,37.51693752,5.87,-88.89,21.61,9.11,-16.80
62646,192.54917631,-60.40052838,6.73,-15.71,-5.14,1.92,-8.80
62651,192.55842322,-62.64129596,6.61,-19.85,19.56,4.10,28.00
62653,192.57206665,22.86340801,6.43,104.03,-65.77,9.22,5.67
62655,192.58118827,-48.45954332,6.26,-47.97,6.73,5.33,-16.00
62683,192.67152704,-33.99930252,4.90,-28.50,-17.40,8.15,4.00
62703,192.74115564,-52.78742442,5.70,-25.55,-12.07,9.82,-6.90
62732,192.82489801,-60.32978876,5.71,-4.58,-0.94,0.98,-21.90
62743,192.84552903,-10.33821935,6.48,-10.30,-3.20,6.41,-11.60
62757,192.90370518,3.05678782,6.02,-36.02,19.53,5.45,0.51
62763,192.92467322,27.54071249,4.93,-8.94,-7.77,11.22,-2.10
62773,192.96081095,-31.20191876,6.97,-25.17,-8.81,3.32,
62785,192.98664171,-35.08241524,6.98,-18.00,1.06,3.66,
62786,192.98720661,-39.68043070,5.99,-26.00,-19.20,7.00,13.10
62788,192.99123113,-26.73827461,6.14,-109.77,32.31,14.93,-18.10
62799,193.02263548,-48.09428613,6.31,-44.27,4.23,6.23,-2.20
62807,193.05107184,17.07394330,6.32,3.30,-5.10,1.67,-3.95
62819,193.09524725,17.10839020,6.93,37.30,-36.04,8.03,7.90
62821,193.10245952,-53.82993061,6.26,-18.00,1.20,1.82,-22.50
62825,193.11457089,16.12249547,6.29,-50.30,-14.90,9.04,-10.00
62861,193.26735810,-54.95247272,5.91,-96.67,4.09,7.89,-9.40
62867,193.27877606,-48.94331472,4.33,-79.19,-24.26,11.08,-2.40
62875,193.29648708,-3.55309818,6.11,-262.82,-3.87,30.55,-6.50
62880,193.30541209,-39.39023144,6.85,-0.10,1.70,2.57,
62886,193.32393435,21.24494280,4.89,-48.10,-27.40,11.52,-6.10
62894,193.34122882,-60.32848863,5.75,-4.29,-1.39,0.69,-19.00
62896,193.35916313,-40.17887163,4.25,67.50,-21.20,21.95,-2.50
62904,193.38378129,19.48106139,6.42,-151.21,-176.84,22.32,-3.40
62913,193.40673892,-60.35706117,6.91,-6.04,-0.74,-1.82,-17.00
62915,193.40884517,-4.22466160,6.45,7.30,-61.00,10.11,37.50
62931,193.45383292,-60.37624450,5.89,-3.66,-1.64,-1.32,-3.50
62933,193.45713608,12.41841556,6.25,61.70,-33.00,16.42,-3.90
62944,193.48227303,26.77999370,6.91,1.65,-3.31,9.45,5.83
62953,193.49916134,-60.33542051,6.78,-1.50,0.00,1.02,-6.00
62956,193.50728928,55.95982116,1.76,111.91,-8.24,39.51,-12.70
62972,193.55452151,33.53447965,6.25,-90.41,32.18,12.92,3.00
62975,193.56032724,75.40929528,6.95,-13.99,0.76,6.84,-1.78
62981,193.57453212,-70.03678048,6.88,7.70,0.80,3.05,
62983,193.57774768,-11.64857000,6.00,-139.30,10.50,14.60,-23.30
62985,193.58818053,-9.53899440,4.77,-22.00,-18.00,5.99,12.82
62986,193.59165657,-58.43061336,6.74,-9.69,-3.61,1.43,-6.10
62996,193.62586087,-20.09802827,6.73,-18.26,-2.08,1.60,
63003,193.64843683,-57.17792409,4.03,-29.10,-12.00,7.87,13.90
63005,193.65369363,-57.16867044,5.08,-27.90,-15.00,8.01,13.00
63007,193.66325877,-59.14670123,4.62,-32.92,-14.61,8.50,12.00
63008,193.66673454,22.10793397,6.99,52.32,-32.98,29.54,-1.10
63024,193.73550521,47.19672191,5.75,-17.25,-6.15,4.69,-17.94
63031,193.74504475,-85.12336863,5.45,66.50,25.90,9.27,53.40
63033,193.74380562,-44.15196780,5.89,-227.80,-227.00,24.94,36.50
63043,193.77135176,19.61473237,6.66,-94.36,-65.80,7.29,7.07
63045,193.77908913,-42.29088279,6.82,-6.06,-5.87,2.55,14.00
63046,193.77927222,-13.45275179,6.97,-15.52,-4.08,5.96,
63056,193.79620775,3.04931603,6.95,-9.74,37.78,2.86,
63066,193.83096436,-42.91573222,5.46,-37.71,-12.83,4.93,-6.90
63076,193.86895263,65.43847359,5.23,-4.87,-30.08,34.14,9.00
63081,193.87623343,11.49592295,6.91,-22.30,-8.10,7.97,-51.94
63083,193.88522804,-30.07011151,6.90,14.53,-10.64,4.98,
63090,193.90086578,3.39747026,3.39,-470.30,-52.40,16.44,-18.87
63093,193.91005180,0.05529101,6.78,-30.42,-4.12,5.81,14.67
63096,193.91266187,54.96123927,6.78,-13.10,6.60,6.89,-31.00
63104,193.93667311,32.00063791,6.85,-13.23,-25.42,9.36,-13.90
63109,193.97184615,-15.32702471,6.18,-18.87,-0.98,5.10,-3.20
63117,193.98805953,-56.83580619,5.34,-5.10,-0.55,0.74,18.50
63121,194.00188427,38.31491242,5.61,-232.86,55.69,27.10,-0.60
63123,194.00618617,-31.48208524,7.00,-48.31,-9.86,9.59,
63125,194.00694736,38.31837980,2.89,-235.08,53.54,28.41,-4.10
63143,194.07318496,54.09948923,5.84,-61.80,-1.90,11.54,0.70
63145,194.07752654,-55.56106226,6.83,-27.93,-3.92,3.90,
63152,194.10796374,65.99439123,6.63,13.32,-9.84,2.32,-20.00
63155,194.11066967,-0.95459292,6.62,26.50,-92.10,12.56,14.20
63159,194.12554476,-26.46029089,6.73,12.50,-21.02,-0.24,-23.50
63165,194.13204023,-72.18521185,5.93,-16.97,-11.81,5.67,10.30
63179,194.16173888,43.55201488,6.97,7.10,4.00,3.31,-11.90
63182,194.16486039,-47.68624973,6.75,-60.20,-2.70,12.34,-13.00
63203,194.24172484,67.24286327,6.55,-19.70,11.75,3.37,-12.26
63204,194.24259219,-54.58734772,6.48,-32.20,-11.50,8.44,5.40
63210,194.26813759,-51.19875207,5.17,-30.09,-14.65,8.85,25.00
63211,194.28247988,46.17678923,6.11,-9.32,-53.53,9.58,6.44
63220,194.30280513,-12.06694746,6.33,-15.87,-9.95,4.10,
63221,194.30650747,8.29378330,6.81,-93.40,8.60,9.83,-19.00
63225,194.32929426,-8.91081952,6.93,14.52,-2.96,5.13,
63235,194.35928810,1.42793913,6.91,-135.30,-16.70,18.52,-6.30
63236,194.35911975,-67.96070144,6.77,-39.66,-15.46,9.03,6.60
63242,194.38316060,-65.64646167,6.86,-65.85,31.80,7.42,
63243,194.38803664,-22.75349947,6.31,-58.21,-12.93,8.41,2.40
63276,194.50406209,-38.91719772,6.72,-28.05,5.42,5.06,
63286,194.54085178,-23.05514117,6.95,-121.81,-11.53,16.40,
63287,194.54499961,-47.06494712,6.85,-25.61,-5.16,4.58,
63297,194.57854185,64.92553359,6.44,-18.65,11.71,3.00,2.75
63320,194.64092911,28.31956904,6.94,-106.45,10.95,14.20,-7.00
63328,194.66656410,-2.90364325,6.67,22.48,-16.54,4.83,
63331,194.67045007,-36.27519618,6.95,-14.69,-6.88,7.88,
63340,194.69722361,75.47250849,6.00,11.10,7.50,6.02,-15.50
63350,194.71969573,-39.10565140,6.94,-47.93,-14.67,6.90,
63355,194.73100938,17.40944558,4.76,-37.45,34.18,10.06,-1.98
63356,194.73632656,39.84427638,6.86,-30.70,7.48,3.62,-13.50
63359,194.74056538,-21.54675473,6.62,18.31,-27.40,7.18,
63414,194.91465526,-3.81192582,5.79,-36.80,9.10,12.83,-12.30
63420,194.94177149,9.52599964,6.74,-32.17,0.87,5.96,14.99
63432,194.97946112,66.59727196,5.37,-139.90,-15.60,5.22,-32.97
63445,195.01272828,-36.18218550,6.97,6.63,-28.26,4.01,
63462,195.06862833,30.78502125,4.88,-21.40,-8.20,4.94,-14.34
63464,195.07032187,-48.60371026,6.95,32.60,-4.00,6.67,
63479,195.10687269,31.77920920,6.65,10.20,-11.91,6.65,2.60
63490,195.13607137,-33.50526703,6.01,-72.80,-77.60,24.08,-25.00
63491,195.13969262,-33.05132596,6.58,-119.75,-59.41,17.78,4.20
63494,195.14977993,-3.36848778,5.99,-22.00,50.20,9.97,24.70
63497,195.16129921,18.37300945,6.20,-234.60,58.50,25.45,1.80
63503,195.18208282,56.36633783,4.93,107.94,2.05,39.30,-5.10
63533,195.29006110,17.12314667,5.97,-7.96,-23.29,8.02,-5.87
63538,195.30674361,-20.77757687,6.92,-15.85,-10.41,3.49,
63583,195.44276633,-39.61614788,6.65,-168.57,27.29,7.50,
63584,195.44552880,63.61022513,6.01,-171.70,25.38,27.11,-16.20
63608,195.54415463,10.95915037,2.85,-274.10,19.30,29.76,-14.19
63613,195.56776386,-71.54885522,3.61,258.00,-22.00,35.88,36.50
63623,195.59439105,-28.28630526,6.68,-47.04,7.71,2.96,
63647,195.66842535,59.71630586,6.50,-30.04,-9.45,5.18,-23.00
63677,195.74772681,22.63754518,6.92,-36.30,-18.90,5.83,-11.70
63688,195.77224962,-71.47572908,5.93,-15.20,-2.00,3.26,-5.00
63692,195.79334975,23.82657173,6.98,-47.20,2.40,2.42,4.73
63724,195.88877523,-49.52726359,4.83,-47.43,-11.51,14.79,0.00
63738,195.94214718,-20.58349715,5.58,133.70,1.00,35.45,26.80
63740,195.94740469,-40.85119751,6.93,-2.00,-18.90,5.36,
63748,195.97249999,43.00759654,6.80,-9.84,-4.95,2.56,16.53
63750,195.97674815,-3.66314309,6.62,-33.80,-35.90,6.45,3.00
63820,196.20097949,-41.19632179,6.24,-16.77,-16.37,2.74,-31.70
63822,196.20726666,73.02497584,6.43,-17.30,12.70,8.32,-16.00
63839,196.25850109,-64.44158636,6.64,-37.50,-16.78,10.06,15.00
63849,196.27774529,-47.11690982,6.44,-52.10,-35.30,9.90,14.60
63883,196.37824045,-52.11566010,6.43,-51.20,9.24,3.22,-31.10
63901,196.43514992,35.79889865,5.20,-37.04,19.50,9.58,-13.00
63916,196.46778037,45.26854974,5.64,-14.80,25.50,7.54,-19.81
63933,196.54270351,29.02922887,6.51,-63.50,-10.80,10.85,3.70
63943,196.56487550,-55.61166902,6.95,0.01,-0.73,2.18,
63945,196.56960100,-48.46328926,4.71,-31.40,-17.50,8.36,6.00
63948,196.58849943,21.15339688,6.00,-66.20,-47.60,20.13,-0.80
63950,196.59417918,22.61618682,5.53,31.60,-43.00,4.43,-5.15
63951,196.59462566,22.27990205,6.83,3.16,23.68,10.05,2.50
63952,196.59534724,62.04186857,6.15,16.56,-43.52,8.60,13.90
63972,196.64617462,-41.58844273,5.59,44.56,-14.52,9.47,1.90
63981,196.65771872,-31.61187887,6.75,-25.08,-34.56,9.05,
64003,196.72605922,-35.86203319,5.63,39.27,-84.91,13.02,20.10
64004,196.72766365,-49.90624607,4.27,-26.12,-12.06,6.98,14.30
64022,196.79470733,27.62474093,4.80,33.69,-69.15,9.84,-15.72
64030,196.83207914,0.58496167,7.00,-101.92,-97.60,13.24,-91.40
64033,196.85123488,-59.86050970,5.98,-13.20,-10.80,5.88,4.00
64053,196.90951823,-53.45976424,5.70,-37.38,-20.23,9.99,22.00
64077,196.97347476,27.55595759,6.20,-39.32,-62.51,7.54,-12.31
64078,196.97421837,-10.74040808,5.15,15.87,-10.27,10.61,-9.10
64089,197.01005009,24.83114770,6.81,-47.66,36.18,5.02,-2.40
64094,197.02979779,-65.30602283,5.44,-1.90,19.00,0.26,-28.40
64108,197.08503453,-78.44603045,6.43,-38.60,-26.20,8.10,
64111,197.09113750,-36.22408633,6.85,-115.05,16.53,10.88,
64117,197.11593778,-67.79676248,6.34,-9.78,-0.06,3.55,
64122,197.13527764,-8.98438514,5.57,-36.75,-64.41,10.30,16.00
64133,197.16399142,-23.10650434,6.69,-122.43,-53.06,9.31,
64150,197.21259676,5.20724112,6.78,84.29,-669.59,38.27,23.92
64166,197.26362639,-23.11806973,4.94,-23.00,-38.50,14.09,-17.20
64169,197.27371009,18.62571356,6.94,-3.49,18.06,5.38,-39.06
64179,197.30181613,10.02246830,5.79,21.87,-0.50,10.58,-0.63
64181,197.30932824,-9.53809812,6.32,-55.19,-0.51,7.82,0.00
64199,197.36484631,-48.52464964,6.84,-15.92,-5.56,7.90,-16.60
64212,197.41102301,37.42314600,6.01,-105.55,4.65,9.39,-18.00
64217,197.42512915,38.53388557,6.25,-12.10,2.70,2.70,-7.00
64218,197.42660917,-16.51519650,6.75,-31.88,-0.45,4.09,
64224,197.43866437,-10.32932661,5.95,-13.69,-8.27,4.70,-7.30
64226,197.44936467,16.84861149,5.91,-65.42,-15.34,4.85,-17.31
64231,197.45907210,62.22912238,6.52,-27.90,-6.90,4.30,-16.70
64238,197.48746449,-5.53900959,4.38,-36.28,-31.22,10.33,-4.20
64241,197.49698594,17.52943143,4.32,-430.10,137.80,56.10,-16.05
64246,197.51339861,38.49898127,5.91,-70.40,45.70,15.80,-16.40
64302,197.69166088,34.30064694,6.89,-68.30,-28.18,12.08,-14.20
64307,197.70770683,-52.90756081,6.67,-16.94,6.05,5.42,
64312,197.71813358,21.23374458,6.82,19.70,-55.70,7.07,-8.90
64320,197.74346718,-52.56689701,6.05,-34.89,-18.19,8.64,26.00
64332,197.78700265,-42.23289129,5.78,-77.00,-22.60,11.78,-12.80
64346,197.84023287,-13.96235618,6.92,-91.32,-35.36,5.68,
64348,197.84673181,-43.36855307,5.24,-114.72,-20.39,14.67,-8.70
64362,197.87672015,-35.12990718,6.63,-22.14,1.64,2.31,
64365,197.88475200,21.91866971,6.82,-24.90,-24.10,6.76,21.50
64370,197.90028862,-56.90897579,6.79,-12.21,0.87,1.86,
64375,197.91332350,-26.55172186,6.49,-72.60,-0.50,9.04,-21.00
64378,197.91897159,-11.22164954,6.89,-63.75,-0.87,4.66,
64390,197.96433787,-69.94201668,5.92,34.83,1.39,23.75,7.30
64394,197.96830610,27.87818312,4.23,-800.90,882.20,109.54,5.46
64395,197.97112144,-63.30299176,6.32,-4.57,-2.72,0.54,-3.30
64398,197.98147385,-61.11733301,6.74,-7.47,-1.45,0.31,-23.50
64405,198.00853282,32.08527067,6.71,15.30,-6.40,13.79,-11.90
64407,198.01476264,-16.19860153,5.04,95.50,-287.20,29.49,-12.70
64408,198.01326850,-37.80302179,4.85,-381.68,45.79,48.38,-11.20
64417,198.03503865,24.25802744,6.31,-12.60,-43.00,7.59,-18.60
64425,198.07331699,-59.92057895,4.58,-35.20,-16.70,8.61,12.00
64437,198.10597026,80.47130920,6.25,-6.50,13.40,4.81,-9.38
64445,198.13717226,11.55609605,5.76,-52.22,-30.13,3.89,21.52
64449,198.14961917,18.75177621,6.51,-69.30,3.70,8.67,-17.90
64459,198.18440628,-31.87334904,6.68,-200.40,-307.00,27.69,64.97
64466,198.20334548,-66.22674699,5.91,25.65,7.83,11.02,8.90
64470,198.20635166,42.62667009,6.79,-9.28,21.52,5.51,-4.60
64472,198.21182433,-42.69972052,6.19,-27.00,-0.30,5.67,-1.80
64478,198.23215239,-59.81660468,6.18,-4.60,-105.90,23.72,15.47
64482,198.25079824,67.30968584,6.96,-155.90,11.00,9.24,3.74
64484,198.26507097,38.27713463,6.83,161.23,-102.53,16.28,-8.90
64496,198.30168441,18.72700788,6.10,-213.50,-48.80,9.41,-22.40
64515,198.34729859,-50.69982887,5.90,-34.40,-18.70,8.91,-1.00
64520,198.36181461,-18.82640630,6.26,-23.40,-8.90,5.15,-28.00
64522,198.36678389,67.28795888,6.52,-154.84,9.89,8.18,3.34
64527,198.38325670,72.79909740,6.57,16.63,-15.17,11.90,2.00
64530,198.39976628,36.88758187,6.50,2.90,0.49,1.95,0.32
64532,198.40420228,56.70827053,6.82,112.80,-19.50,39.53,-8.70
64540,198.42892358,40.15288533,4.94,-51.23,14.77,7.10,-22.10
64543,198.43590536,32.53043761,6.68,-19.04,-18.06,4.85,-1.90
64550,198.46760677,-45.18579965,6.93,-110.01,-110.76,40.95,59.00
64556,198.48985659,1.45644719,6.55,-53.23,-45.16,6.19,7.23
64557,198.49033305,-43.13910665,6.16,-150.14,21.40,9.40,29.70
64564,198.50796177,-62.65388907,6.82,-10.20,2.20,0.16,-17.60
64577,198.54539617,-19.93094659,5.31,-119.65,159.61,25.66,-48.12
64580,198.55036527,-58.68393657,5.91,-56.24,-12.39,9.16,-1.80
64583,198.56310217,-59.10323522,4.90,-248.81,-154.51,54.95,-64.00
64587,198.57221676,-78.44745396,5.84,-9.39,-3.51,2.67,-17.90
64590,198.58366300,-42.85218717,6.72,-97.78,-40.05,6.59,
64598,198.60623739,-75.17115897,6.98,-3.13,-3.53,2.86,
64603,198.61471148,-24.28425368,6.66,-77.50,8.20,9.15,
64607,198.63034859,11.33165633,5.64,68.40,-52.40,6.82,9.67
64623,198.68027747,-48.95702250,5.84,-111.70,-92.20,13.86,55.60
64624,198.68493829,-63.58105649,6.87,-8.70,2.80,2.13,-19.00
64625,198.68797577,-10.37038157,6.95,-22.69,-44.03,4.93,27.30
64648,198.78579958,35.44580526,6.80,-44.50,3.40,7.68,-20.10
64651,198.78940859,-36.37140957,6.17,-43.19,-21.77,8.43,-4.30
64654,198.79262700,18.91890446,6.55,-13.82,8.47,4.90,-10.25
64661,198.81225236,-67.89458914,4.79,-36.00,-9.50,8.52,-8.10
64682,198.85665809,-69.67928362,6.37,-100.28,-35.18,11.22,-11.70
64692,198.88313472,40.85519935,5.77,-107.70,17.50,13.50,-21.10
64711,198.94553929,7.95298619,6.75,-24.22,7.29,4.60,
64725,198.99488060,-19.94310297,5.21,303.64,-114.86,25.99,34.20
64739,199.02770807,-57.06158914,6.95,-18.80,6.40,7.15,
64749,199.05323425,-52.41479893,6.89,18.04,-24.44,7.50,
64751,199.05952797,19.05173417,6.46,-95.96,6.52,9.86,-47.60
64769,199.10618066,-1.39054020,6.69,-33.65,-30.69,8.41,-11.00
64774,199.11930545,68.40800065,6.20,-13.92,15.72,7.63,-7.40
64778,199.13262503,-44.70437237,6.85,-17.97,0.27,1.49,-20.40
64779,199.13441748,19.78528924,6.43,-105.90,24.80,11.71,-32.30
64781,199.15294307,18.90327771,6.72,-59.67,6.51,7.23,-19.49
64790,199.18711943,-65.13825873,6.06,-98.51,-54.59,25.82,18.20
64792,199.19381485,9.42415651,5.19,-334.90,191.00,56.95,-27.00
64797,199.21271793,17.01718242,6.49,623.90,-259.00,90.32,7.62
64803,199.22139531,-31.50619645,5.10,33.69,-48.73,12.66,12.90
64820,199.30421831,-66.78343804,4.86,-15.03,-6.63,2.73,-10.80
64822,199.30799895,-43.97947958,5.82,-0.30,-9.80,15.41,-12.00
64823,199.31511763,13.67575121,5.33,7.48,43.25,10.05,-25.05
64828,199.34157037,-11.48352689,6.61,-63.96,7.83,7.58,
64834,199.36385729,-10.54628773,6.89,-86.30,16.30,12.34,6.50
64838,199.37438840,-0.67606461,6.36,-69.40,-5.30,12.28,6.30
64843,199.38232337,-15.54807129,6.68,-33.83,-60.18,7.62,24.20
64844,199.38558588,40.57260759,4.72,-125.30,18.51,12.34,8.62
64852,199.40117790,5.46986933,4.78,-6.90,11.60,4.83,-28.26
64867,199.43600065,-47.58992951,6.63,-25.96,-1.42,2.28,-17.00
64876,199.48090318,-68.49566882,6.68,-21.30,-8.20,4.65,
64892,199.52126639,-44.05537954,6.80,-30.78,-20.01,7.98,2.20
64906,199.56045992,49.68206239,5.14,-34.10,19.31,11.87,-2.90
64914,199.58278535,-63.44914570,6.78,-3.83,-0.96,0.64,
64920,199.59754874,-28.33251907,6.80,-72.89,-85.93,6.04,152.20
64924,199.60131085,-18.31119618,4.74,-1070.36,-1063.69,116.89,-8.13
64925,199.60374562,-45.76465483,6.87,-32.20,-19.41,7.60,2.50
64927,199.61553346,34.09830367,5.81,29.12,5.85,6.51,-19.97
64933,199.64527648,-51.28577567,6.18,-25.62,-11.84,5.35,-4.40
64951,199.70115096,-79.97601697,6.34,-18.30,-22.89,6.80,
64954,199.71301638,3.68763389,6.62,-53.60,-16.10,6.18,-1.00
64962,199.73040326,-23.17151233,2.99,68.99,-41.85,24.37,-3.60
64979,199.76771426,35.12797809,6.01,-29.70,17.00,15.87,-7.90
