HIP,RA,Dec,Vmag,pmRA,pmDE,Plx,RV
58460,179.82307348,33.16700381,5.95,-0.50,-7.04,4.40,-6.50
58463,179.84291231,-30.06081409,6.83,-17.21,-0.43,4.46,
58465,179.84889673,-57.16798267,6.77,-39.77,-9.15,9.91,7.80
58466,179.84975877,1.82671854,6.82,-22.41,-41.30,4.17,47.93
58469,179.85674355,-62.83094770,6.34,-5.19,1.76,-0.55,
58482,179.89705078,-46.63314548,6.65,36.05,-6.68,12.72,11.60
58484,179.90655602,-78.22183894,4.88,-39.40,0.20,9.02,13.00
58510,179.98713487,3.65519684,5.36,-18.40,-7.69,10.68,-3.30
58512,179.98906911,34.03474766,6.49,-41.39,32.15,8.36,-9.30
58519,180.01957493,19.41937331,6.94,-94.79,-27.46,3.79,36.46
58520,180.02118592,-78.19293441,6.58,-39.06,-5.74,8.72,
58545,180.07751328,80.85318602,6.21,-66.01,-38.02,3.57,31.47
58574,180.17592837,-21.83750068,6.28,-8.50,-9.00,5.68,6.50
58576,180.18521444,-10.44601399,5.54,141.75,-483.64,78.35,1.00
58587,180.21316494,-19.65898222,5.28,-16.40,6.73,1.03,3.00
58590,180.21829228,6.61432243,4.65,0.60,-26.70,8.49,-10.40
58591,180.21955171,70.23785391,6.75,-3.95,12.92,10.85,
58603,180.25724270,-1.76816598,6.32,-19.65,-73.78,6.33,34.90
58616,180.30736882,12.37778799,6.93,-34.90,3.43,9.24,-20.50
58642,180.37163747,-57.50377740,6.16,-58.56,-16.89,9.77,-0.30
58654,180.41447124,36.04208556,5.59,-84.52,-77.23,9.73,25.00
58661,180.43447553,22.09430041,6.57,-39.15,-10.91,6.45,10.80
58662,180.43572896,-69.19789217,6.95,8.60,-10.10,3.26,
58669,180.44206409,-34.65031688,6.91,-191.10,17.20,17.87,-7.10
58674,180.46178078,-73.29853799,6.87,-33.87,-7.02,9.26,9.00
58684,180.52828039,43.04560048,5.22,-326.50,71.70,29.18,3.00
58697,180.58434943,-85.63175710,6.05,-58.30,2.00,8.79,17.10
58706,180.61862874,-71.48898152,6.41,-61.85,10.77,7.53,-9.40
58708,180.62048404,43.08408080,6.64,-347.30,-511.60,17.52,-10.63
58720,180.65705242,-69.19228781,5.89,-38.84,-6.58,9.46,7.60
58741,180.71525220,-7.68362279,6.24,-32.75,15.81,4.47,-7.60
58748,180.73480403,-62.17528753,6.78,-6.60,0.27,0.91,27.00
58756,180.75445764,-57.26013163,6.69,-9.62,-1.25,1.94,
58758,180.75625427,-63.31293012,4.32,-152.30,5.40,13.88,-2.80
58765,180.77789654,-48.19494395,6.61,8.02,-3.73,6.50,
58798,180.89821008,69.01996520,7.00,-13.01,-3.51,5.02,-7.80
58799,180.90142911,-39.00907290,6.51,-383.40,-39.30,21.75,10.60
58803,180.91487728,-42.43405656,5.15,323.76,-111.87,39.49,38.50
58809,180.93517670,5.55775004,6.39,-150.76,-83.16,14.26,10.50
58810,180.93544451,-74.21409655,6.44,-13.62,-3.42,2.89,8.40
58820,180.96748562,-53.49820500,6.99,-20.33,-2.39,4.98,
58830,181.00144434,-10.29612162,6.59,-14.20,10.30,9.54,
58848,181.03734830,-69.52197252,6.74,-7.04,0.27,0.22,
58858,181.06915879,21.45915255,5.89,40.80,1.10,9.90,6.20
58859,181.06959998,-51.47251780,6.48,-34.33,-11.43,8.50,7.10
58867,181.08006469,-63.16571096,4.72,-15.40,0.40,3.82,16.30
58874,181.11713353,85.58713217,6.27,-55.50,90.64,13.75,7.20
58884,181.16202138,-68.32891229,5.34,-39.20,-4.10,9.39,25.00
58901,181.18854387,-59.25328683,6.30,-37.00,-10.30,9.41,28.00
58905,181.19362424,-76.51906090,5.04,-77.81,46.65,6.84,-2.40
58921,181.23840012,-60.96825207,5.95,-25.45,-5.69,4.77,-0.40
58942,181.28578724,-61.17957589,6.64,-30.00,-15.50,5.11,
58948,181.30224822,8.73298544,4.12,-220.00,52.00,19.98,-30.06
58952,181.31299084,76.90573364,5.78,147.54,-91.70,10.30,-20.19
58955,181.33380014,-50.27056529,6.96,-6.91,1.03,3.02,
58960,181.34545142,-62.97575197,6.69,-79.40,5.74,7.57,
58981,181.39600611,-5.84588190,6.62,-28.70,3.90,2.59,-19.10
58989,181.41541786,62.93312018,6.14,-47.00,-69.30,8.48,-27.19
59003,181.47341426,-65.54687882,6.30,-5.78,-0.79,0.05,-15.50
59008,181.48610851,-35.69392562,6.23,-35.80,1.40,4.30,-18.40
59010,181.49922714,-3.13159079,6.37,-28.38,-19.38,5.61,16.60
59021,181.52164675,-32.96123122,6.49,-56.10,-215.80,19.36,31.92
59031,181.54606649,-73.55678500,6.55,-18.98,-2.67,2.60,
59035,181.55417308,-38.67566711,6.91,-27.38,-10.84,2.65,
59046,181.58302210,-68.65140477,6.23,-5.20,-1.38,0.90,6.40
59050,181.59587791,-65.70945316,5.95,-53.40,-6.80,5.76,-4.50
59055,181.65773475,-37.86010202,6.63,-27.47,-0.23,6.63,
59068,181.69718051,-12.24084756,6.77,-104.88,-1.19,12.69,
59072,181.72041450,-64.61373010,4.14,33.88,-37.02,50.62,10.40
59087,181.75558593,-23.76626367,6.93,-105.51,34.72,13.30,9.50
59111,181.81651636,-64.68177341,6.81,-159.45,8.27,17.58,-13.30
59135,181.89706590,-31.41056131,6.72,-109.87,-108.19,30.09,-8.80
59143,181.91266604,-23.97587533,6.72,111.85,-242.39,25.51,10.90
59151,181.95781238,-75.36701895,5.17,-92.42,19.44,7.68,-45.30
59164,182.00245490,0.62130043,6.98,-7.70,-23.59,12.99,-12.40
59173,182.02177064,-50.66127833,4.46,-34.80,-9.30,7.44,16.50
59184,182.06130175,-48.69248740,5.34,-20.25,-6.32,5.44,7.20
59192,182.08094891,-34.67493564,6.75,-62.10,6.39,6.74,
59196,182.08958257,-50.72242559,2.58,-35.10,-7.50,7.86,11.00
59199,182.10340415,-24.72887552,4.02,99.52,-39.19,66.95,2.80
59200,182.10305239,-60.84712785,6.22,-4.31,-0.33,1.16,10.10
59210,182.15523454,26.49354689,6.97,61.79,-39.28,5.17,0.35
59229,182.22416765,-44.32598898,5.75,-46.87,-42.87,9.60,-11.00
59232,182.22745306,-41.23160462,5.51,-11.47,-7.77,2.05,0.00
59243,182.28206490,-78.78131179,6.85,-43.09,-7.71,10.65,
59265,182.34671769,-63.82031985,6.94,5.10,3.60,1.17,
59272,182.36890166,-11.85706394,6.81,295.50,-167.70,45.00,1.98
59285,182.42212449,1.89788932,5.95,42.52,-180.10,13.69,1.80
59290,182.44424305,-51.78387570,6.74,-3.20,0.90,1.37,
59291,182.44613647,74.66136811,6.34,-5.82,0.87,13.51,-17.40
59294,182.45323555,77.39042666,6.87,-119.80,54.10,12.70,
59307,182.51062185,-34.70474164,6.16,-49.60,-14.20,10.12,-9.90
59309,182.51424147,5.80700798,5.72,-160.26,18.64,22.70,-8.70
59313,182.52412257,-17.53738720,6.63,-86.15,-42.78,15.44,6.70
59316,182.53116941,-22.61976647,3.02,-71.74,10.25,10.26,5.00
59346,182.61328086,-7.77397552,6.55,-12.72,22.50,8.84,
59352,182.63178555,16.80927082,6.40,-15.40,1.20,4.46,-10.30
59353,182.64090139,-37.87034895,6.07,47.72,-33.59,13.82,-0.40
59360,182.67526053,-56.44230790,6.97,-38.70,-9.70,9.81,
59364,182.69206657,27.28150517,6.01,-9.95,-8.87,11.23,-5.80
59366,182.69712051,39.89150907,6.85,-40.70,-10.40,10.09,-1.30
59384,182.74993897,81.70983258,6.00,-26.14,-2.51,2.97,-30.30
59389,182.75508520,-68.26096638,6.48,1.36,-13.29,3.72,
59392,182.76212718,-45.42286588,6.61,-21.70,0.50,2.47,6.00
59394,182.76599762,-23.60242256,5.45,-65.75,-20.42,17.00,11.00
59396,182.77127715,-61.27742478,6.08,-115.60,-18.23,10.49,-2.50
59422,182.84082363,-3.77886930,6.95,-100.33,-63.03,20.13,-5.30
59423,182.84180514,-2.69910947,6.74,16.39,-72.46,6.24,-9.60
59426,182.84544193,-16.79084139,6.88,-107.60,-62.70,30.92,1.90
59433,182.86924541,-44.28285098,6.59,142.62,-38.44,23.17,9.30
59439,182.88118546,-51.35933338,6.23,-199.12,-62.89,19.02,25.80
59448,182.90880612,-54.41763617,6.80,61.02,1.46,17.99,22.20
59449,182.91296303,-52.36846029,3.97,-38.10,-14.20,8.61,15.00
59451,182.91764136,4.05590793,6.93,-1.70,8.29,8.95,-5.10
59458,182.93710662,57.05440824,6.34,10.86,-15.82,3.68,30.78
59459,182.94196409,23.32249902,6.73,31.10,-22.30,5.03,-15.90
59463,182.95141769,77.44078696,6.76,2.74,6.12,4.76,-15.00
59468,182.96323476,25.87028036,5.66,-37.50,-30.50,3.68,21.30
59488,183.00315941,-64.51040519,6.54,-7.77,-0.06,0.93,
59489,183.00423657,28.53631278,6.47,67.50,-63.10,14.04,-13.40
59501,183.03870978,20.54206383,5.60,-14.81,-17.35,7.67,-25.70
59502,183.04281692,-63.45411475,6.98,-40.84,-10.56,9.93,7.70
59504,183.04975767,77.61624147,5.14,11.30,20.27,29.96,0.40
59517,183.09158267,-62.95077315,5.91,-5.02,-0.50,0.08,-2.00
59528,183.10566275,-60.06780428,6.82,-81.03,2.52,6.93,4.90
59551,183.19591108,-70.15178729,6.05,-7.54,-0.49,1.99,-1.91
59588,183.30392626,-34.12527241,6.34,-35.97,5.95,2.79,2.80
59607,183.35431963,-38.92918780,5.77,-28.27,-11.00,2.29,-43.00
59608,183.35807694,10.26234107,5.85,-93.56,-7.65,19.93,2.30
59622,183.40335653,-33.79291874,6.34,4.90,-17.70,7.79,-11.30
59646,183.48238581,2.26022061,6.91,-89.97,-19.57,15.17,-4.12
59647,183.48526116,-78.57393461,6.34,-4.61,-20.27,8.93,34.50
59654,183.51123953,-45.72391939,5.31,-25.00,10.10,5.71,6.80
59658,183.52344844,66.10929364,6.74,-32.90,9.90,4.44,14.05
59660,183.52722189,32.78420539,6.86,-109.10,-5.20,7.89,-9.90
59676,183.56440073,-5.71659881,6.56,-85.10,114.40,12.81,9.10
59678,183.57052473,-64.40851872,6.20,-5.51,0.12,0.68,-10.50
59701,183.65407996,39.34225274,6.96,-6.80,-16.38,2.10,16.79
59708,183.68087357,53.43462633,6.18,-21.07,-17.83,6.79,-1.70
59728,183.74826317,-20.84421980,5.82,1.22,6.04,12.07,16.00
59742,183.77666643,-29.23725648,6.50,-28.95,-26.71,6.37,
59746,183.78538163,70.20000795,5.72,-24.57,-27.83,7.00,-16.48
59747,183.78631548,-58.74892785,2.79,-35.82,-10.36,9.45,22.20
59750,183.79399044,-10.31240037,6.11,34.80,-1014.80,44.74,4.36
59753,183.80655909,16.90743964,6.82,-6.47,11.35,3.16,-7.34
59767,183.83448432,87.70011546,6.27,-26.60,52.60,21.30,-3.80
59774,183.85650051,57.03261690,3.32,104.11,7.30,40.51,-15.30
59785,183.87687167,-41.91327830,6.24,-336.49,-180.59,8.12,25.20
59791,183.90233339,-20.52947499,6.85,-37.39,29.07,7.49,
59796,183.92287721,72.55119651,6.29,-9.27,-25.02,6.78,-45.29
59801,183.94459971,-23.35390211,6.53,-8.70,-38.50,14.37,18.10
59803,183.95154259,-17.54192947,2.58,-158.61,21.86,21.23,-4.20
59811,183.98156524,-54.05680915,6.61,-22.24,-9.77,3.36,
59819,184.00077619,14.89907059,5.09,-81.44,-31.12,16.42,9.60
59831,184.03145627,40.66018059,5.69,16.90,-31.31,4.23,-14.79
59847,184.08557527,23.94540896,4.93,-26.46,-6.14,13.08,-27.89
59851,184.09921700,-72.61449962,6.21,-31.16,-15.87,8.58,27.70
59856,184.12556927,33.06152670,4.99,-55.30,-112.80,10.31,-40.40
59865,184.15928356,-63.19790439,6.97,-144.90,7.16,13.94,-9.80
59879,184.21390948,86.43581870,6.33,211.61,-9.86,25.30,-11.80
59895,184.26388583,-16.69373575,6.05,-48.61,1.54,7.41,-11.70
59898,184.27629556,-65.69295827,6.06,-38.52,-9.47,10.42,21.00
59920,184.37333228,53.19133076,5.80,38.31,-44.32,9.46,-41.76
59923,184.37739686,28.93718877,5.71,-32.40,34.20,18.20,-5.70
59926,184.38279449,-48.92558503,6.81,-271.40,-47.80,25.37,41.60
59929,184.39282008,-67.96073570,4.06,-231.03,-26.37,10.82,7.10
59941,184.43441763,15.14469958,6.36,33.50,-41.79,5.70,-44.07
59950,184.44693861,-36.09397944,6.15,-40.45,-7.20,6.66,-8.90
59965,184.48036378,-57.85014923,6.75,-17.79,-0.07,3.18,
59966,184.48133068,-24.01341015,6.95,-19.30,2.90,7.09,
59984,184.53987824,-3.94877908,6.57,-10.60,21.20,18.98,-1.00
59987,184.54622964,-52.30628878,6.84,-10.80,-2.00,2.09,
60000,184.58676739,-79.31223982,4.24,-38.30,12.90,10.93,23.00
60009,184.60936896,-64.00307078,4.06,-36.70,-10.00,9.12,15.80
60014,184.62114776,32.74889770,6.68,-11.80,-10.70,12.25,-6.90
60018,184.63175153,30.24904743,6.23,76.34,-117.75,16.84,-17.40
60030,184.66798999,-0.78718410,5.90,33.86,-16.54,8.73,-14.00
60041,184.69192559,-88.41492152,6.63,-31.80,10.42,5.33,
60044,184.70826319,75.16056077,5.47,-35.47,4.56,10.22,-3.30
60059,184.74898597,-55.14300207,5.01,-73.20,-12.70,6.60,-7.10
60066,184.75843807,26.00834926,6.44,-12.03,-8.77,11.67,-0.30
60087,184.82996938,23.03467310,6.26,-12.96,-9.54,11.67,0.00
60088,184.83413846,-8.91465781,6.84,2.40,-22.50,5.19,-11.70
60089,184.83429793,14.54163878,6.52,-28.75,-48.66,4.82,27.08
60098,184.87302943,28.15691644,6.38,-204.07,-125.45,18.36,-9.30
60119,184.93919078,-76.80101604,6.85,-157.88,-54.26,18.53,1.30
60122,184.95295953,48.98414850,5.28,-13.68,6.20,5.53,7.18
60123,184.96093466,28.46435235,6.64,-12.51,-8.78,9.29,-0.70
60128,184.97376557,-62.85418467,6.81,-5.43,0.32,0.80,-7.00
60129,184.97648721,-0.66680331,3.89,-63.90,-19.00,12.29,5.24
60132,184.98031007,-26.73693105,6.60,-51.70,-15.70,4.63,
60138,184.99235811,-41.35968681,7.00,8.29,-8.15,2.97,
60150,185.02024331,13.85505301,6.94,-62.50,-9.70,6.98,7.49
60157,185.04486704,-22.17570028,5.94,-106.18,-29.82,8.45,-3.20
60161,185.05624815,37.90213447,6.73,-59.30,-8.90,6.05,2.49
60168,185.07396894,26.00187522,6.16,-141.80,19.24,15.51,6.50
60170,185.08198562,26.61948257,5.52,-66.87,-110.24,20.26,-13.70
60172,185.08742032,3.31257412,4.97,-293.80,-63.20,10.59,36.40
60183,185.11759507,-65.84265643,6.20,-41.30,-11.52,10.65,-8.30
60189,185.14017317,-22.21590122,5.20,-108.97,-27.31,7.85,-6.40
60197,185.17240107,27.05454536,6.32,7.18,-117.87,10.89,-17.10
60202,185.17927482,17.79286817,4.72,-108.80,90.50,11.25,43.60
60210,185.20298102,15.54098761,6.47,-48.30,2.70,8.29,-25.00
60212,185.21201069,57.86411810,5.54,47.95,-70.70,5.13,-45.95
60221,185.23213642,-13.56572406,5.14,-4.89,9.87,16.21,14.00
60235,185.27745401,-42.56199837,6.83,-12.80,-5.50,3.45,
60259,185.33803848,-62.28163359,6.56,-10.43,-0.44,0.81,-6.00
60260,185.34003859,-60.40114670,3.59,-170.94,91.66,14.19,-4.60
60291,185.44425934,-49.94896253,6.58,-27.21,4.62,3.99,
60305,185.48437059,47.18220225,6.33,-57.11,-24.00,10.25,-8.39
60308,185.48928020,-56.37438547,5.91,-10.45,-0.97,1.44,-0.40
60313,185.50864242,16.74473027,6.67,-45.96,-27.51,9.72,5.40
60316,185.51821525,61.59139560,6.74,46.34,-4.41,7.45,-24.00
60320,185.53057887,-67.52210533,5.15,-27.80,-4.30,9.89,-17.00
60327,185.54511852,24.77386599,6.21,-56.78,-4.06,9.67,-3.70
60329,185.55012704,-68.30731574,5.73,-0.49,-48.71,9.98,20.10
60334,185.56235920,-73.50370611,6.77,-58.40,-11.60,7.52,
60338,185.57707643,-15.55540562,6.54,42.80,-21.53,4.44,10.30
60351,185.62630079,25.84616027,4.78,-11.30,-10.00,11.07,1.06
60353,185.63349510,5.30544437,6.46,-167.70,-52.40,33.42,4.80
60370,185.68669686,-39.17768095,6.70,174.09,-148.01,39.23,-6.70
60374,185.69419871,-52.29304805,6.52,17.98,-14.50,7.56,
60379,185.70596323,-57.67613186,5.38,-37.12,-12.44,9.02,-5.40
60396,185.75038971,-24.87121812,6.82,-59.66,37.33,6.66,
60407,185.78974565,-7.29912503,6.96,-26.60,2.50,3.12,
60417,185.80787042,-67.63154633,6.36,-750.48,256.42,20.08,30.80
60418,185.81402375,-4.97450257,6.47,29.26,-27.54,8.22,
60421,185.82861320,-11.81211723,6.48,-51.57,-10.44,3.53,3.50
60425,185.83994174,-24.84066877,5.66,-20.03,-19.66,9.85,-2.30
60449,185.89758302,-35.41267743,5.32,-41.16,-7.44,7.34,-10.00
60454,185.90309347,-39.30236026,6.39,-22.12,4.16,8.77,-4.30
60455,185.90704600,-61.62912564,6.89,-10.53,-1.42,1.98,-13.50
60463,185.93643251,-38.91138084,5.79,-61.30,-16.00,9.73,-8.00
60467,185.94588382,42.54274356,6.03,-80.69,14.19,10.51,-0.30
60468,185.94928361,-30.33541512,6.39,11.00,-12.80,4.36,67.70
60485,186.00622766,51.56225676,4.76,12.71,11.43,8.44,-13.90
60490,186.01442106,25.85123221,6.71,-12.99,-8.41,11.25,-13.30
60503,186.05390484,-38.91381381,6.88,-2.60,-0.30,12.77,
60514,186.07717582,26.09860576,5.17,-13.70,-12.50,12.33,0.10
60517,186.08914814,-47.37293712,6.61,-34.38,-2.17,6.15,
60525,186.11168170,25.58240408,6.41,-13.00,-13.40,11.08,-1.10
60526,186.11716470,-77.21469618,6.98,-22.65,1.26,3.75,
60549,186.18632698,-41.38428948,6.24,-65.40,-66.90,5.26,0.50
60561,186.21632685,-72.60389741,6.61,-41.15,-9.89,10.98,7.90
60570,186.23315535,-65.21101221,6.92,-4.65,-0.82,1.34,-2.00
60584,186.26336830,56.77782798,5.82,-14.36,-12.70,3.80,-15.66
60589,186.27651058,63.80278129,6.31,-15.72,2.32,5.66,-2.30
60591,186.28549305,-42.51431226,6.10,-135.18,-22.59,18.53,34.60
60595,186.29902391,-11.61059019,5.95,-60.58,-31.33,14.18,-2.80
60598,186.30847029,-25.98643350,6.85,-195.58,49.20,18.64,
60599,186.31295474,23.92620187,6.03,55.84,-40.39,6.85,-3.69
60601,186.32305088,-65.76985309,6.29,-63.20,-100.19,20.63,24.30
60603,186.32671175,-27.74900214,6.09,1.83,-1.18,5.81,8.50
60610,186.34056213,-35.18641672,5.71,-40.57,-6.28,7.43,-11.30
60638,186.40931312,-86.15061278,6.32,-4.84,-6.81,4.46,24.30
60644,186.44278574,-64.02208784,6.99,-182.28,-61.27,26.26,-4.80
60646,186.46224376,39.01861603,5.01,-78.36,-33.61,12.47,-4.30
60668,186.50487513,-49.58823639,6.92,-57.05,14.95,6.24,
60672,186.51365975,15.86394164,6.74,-0.58,10.06,4.88,-15.25
60697,186.60026679,27.26823745,4.92,-14.08,-10.28,11.82,-2.20
60699,186.60079452,71.92982709,6.33,-150.16,-22.76,8.11,7.20
60710,186.63232972,-51.45063539,4.82,-31.50,-11.10,7.28,5.00
60718,186.64956584,-63.09909166,0.77,-35.83,-14.86,10.13,11.90
60729,186.70059116,-48.91319073,6.25,-642.66,-79.52,37.58,31.00
60735,186.71537614,-32.83012078,5.56,-6.14,-30.44,6.43,-14.80
60742,186.73446813,28.26842290,4.35,-83.86,-81.11,19.50,3.38
60744,186.74505566,-52.70293357,6.99,-85.09,-10.82,6.62,
60746,186.74706880,26.82569917,4.98,-10.84,-8.89,11.74,0.40
60771,186.85344738,-63.78898627,6.02,-14.63,-11.04,4.92,42.00
60780,186.87015168,-58.31644546,6.35,-1.02,14.23,3.78,
60781,186.87024708,-58.99175634,5.38,-13.90,5.93,7.36,76.20
60791,186.88808149,41.35505763,6.51,-12.89,-10.06,5.24,-4.80
60795,186.89626721,55.71272447,5.68,-21.66,-11.13,7.82,19.13
60797,186.90985472,25.91210559,6.69,-10.92,-8.79,12.58,-0.20
60804,186.92534120,8.61034404,6.36,20.86,-11.50,6.39,-5.00
60809,186.95602786,-16.63184366,6.30,-10.08,4.12,3.93,-8.30
60813,186.96478408,-4.61527688,6.23,-87.78,3.17,13.53,-5.40
60816,186.98121283,-8.67799401,6.75,-224.20,-38.10,33.52,5.91
60821,187.00750654,-14.45093530,6.81,-11.51,-32.17,3.19,
60823,187.00992483,-50.23063496,3.91,-32.36,-12.52,7.92,8.00
60845,187.07034644,-61.76570902,6.82,83.10,-150.40,20.67,42.30
60850,187.07673605,4.39655923,6.72,-45.60,-16.60,7.38,16.00
60851,187.08025912,-64.34098944,6.05,-36.21,-12.34,10.21,9.00
60855,187.09360135,-39.04117207,5.45,-27.90,-13.75,7.47,5.00
60861,187.10702116,-61.79484194,6.21,-21.04,-4.52,6.14,-14.50
60870,187.13997529,-56.40781628,6.15,-232.80,-226.11,23.60,7.50
60880,187.15897433,26.22695945,6.52,-14.10,-6.60,11.69,-0.70
60891,187.18569312,25.89932327,6.63,-21.70,-17.00,14.62,-1.80
60904,187.22793616,25.91285158,5.29,-23.50,-15.30,13.72,-1.40
60905,187.22859341,-61.87091411,6.93,-11.97,-2.13,2.36,8.00
60912,187.25218675,-83.80267003,6.61,-15.07,7.42,4.55,4.30
60924,187.29037976,-2.42956396,6.86,-20.46,-4.49,1.40,-35.21
60941,187.36267581,24.10892524,5.47,-18.07,1.70,16.23,-42.50
60957,187.43016297,20.89610891,5.68,25.81,-31.57,11.90,-5.00
60965,187.46606420,-16.51543255,2.94,-210.49,-138.74,37.55,13.90
60969,187.47583446,-56.52494028,5.78,5.67,11.69,6.41,34.60
60978,187.48885262,58.40574231,5.37,-61.90,89.50,11.94,6.80
60979,187.49119643,-41.73590066,6.00,5.45,-16.79,4.42,4.60
60984,187.50185414,-42.92960969,6.70,-34.12,-0.68,1.87,-21.00
60988,187.51178690,51.53563141,6.21,-292.60,24.90,22.34,16.80
60992,187.51774691,58.76777347,6.07,30.44,-14.17,8.35,-15.10
60994,187.51989473,-13.39318402,6.37,-250.50,-47.00,40.57,1.90
60998,187.52773994,69.20112359,5.01,-61.45,-54.62,5.25,-15.80
61015,187.57269048,-23.69641863,5.63,-25.47,0.67,3.32,-11.30
61019,187.58139077,-60.98989301,6.68,-5.84,-0.72,-0.39,
61045,187.67772247,-73.08871834,6.95,-7.23,-7.97,3.56,
61053,187.70890064,53.07660813,6.20,19.74,182.44,45.92,-21.90
61054,187.70961946,-4.06080323,6.86,-62.81,5.17,3.63,82.20
61058,187.72311101,71.29992598,6.95,-44.87,-13.64,4.83,-14.51
61068,187.74242389,65.89785285,6.93,-31.55,-2.88,3.67,
61071,187.75233513,24.56716768,5.47,-12.32,-8.76,12.09,1.00
61078,187.76826407,39.58204706,6.79,17.29,-4.89,6.05,3.85
61084,187.79149709,-57.11321169,1.59,28.23,-265.08,36.83,21.00
61103,187.83923240,7.60430903,6.05,-21.03,10.39,4.06,-17.52
61133,187.91051454,-30.98189299,6.73,82.04,-3.75,9.28,
61134,187.91134354,-5.05259195,6.19,-32.27,30.10,8.06,2.20
61136,187.91804071,-59.42392246,5.49,-12.80,-3.41,2.33,-19.30
61158,187.98381286,-63.50583787,5.96,-34.10,18.40,13.31,-5.10
61162,187.99674029,-41.05513301,6.97,22.22,-19.09,4.88,
61172,188.01828409,-32.53376080,6.46,-23.40,-12.59,5.37,-3.90
61174,188.01761238,-16.19600753,4.30,-425.16,-57.23,54.70,-2.80
61179,188.03666070,-56.12953887,6.54,-29.78,8.03,2.00,
61181,188.04156822,-73.00105593,5.88,40.04,-5.20,9.38,4.80
61199,188.11672818,-72.13298844,3.84,-51.30,-5.38,10.04,2.50
61208,188.13669395,-21.21211564,6.41,-137.77,-45.95,8.68,
61212,188.14999363,-13.85910505,5.74,-146.31,-54.08,26.20,-0.90
61232,188.20862482,-30.04473398,6.79,-22.29,0.62,5.51,
61246,188.26199591,10.29567116,6.29,-50.07,4.24,6.90,-0.70
61257,188.30078330,-52.08284412,6.55,-33.60,-12.80,7.37,5.70
61270,188.34270600,-19.79254872,6.26,-33.30,-18.80,7.64,8.00
61280,188.37007193,-41.41407065,6.70,-27.64,-15.64,12.04,
61281,188.37060139,69.78823768,3.85,-58.79,10.68,6.65,-12.00
61283,188.37423793,38.06903980,6.53,-77.34,-12.82,6.44,-7.90
61292,188.38580994,7.67918470,6.96,-94.23,46.86,5.23,-24.47
61295,188.39258313,24.28298410,6.28,-11.64,-8.52,11.23,0.80
61296,188.39274515,-12.83020280,5.58,-17.55,52.02,20.26,-16.00
61309,188.41216417,33.24758364,5.42,21.41,-31.40,11.19,-21.39
61317,188.43560252,41.35747975,4.24,-704.76,292.72,118.49,6.52
61318,188.44478604,-9.45207741,5.48,-83.27,0.23,12.62,-11.00
61320,188.44755865,33.38466847,6.24,6.42,-10.83,7.86,-42.34
61328,188.49628037,-49.90981019,6.38,-167.20,-45.80,15.35,18.10
61347,188.54910661,-32.09272880,6.98,-78.20,14.40,10.91,
61359,188.59681092,-23.39675917,2.65,1.11,-56.56,22.39,-7.60
61366,188.62822942,7.73471451,6.76,56.92,-43.13,6.71,11.84
61379,188.67664301,-44.67301780,5.76,-77.60,-205.50,35.31,18.15
61384,188.68338897,70.02176987,4.95,-30.65,-1.71,5.42,3.38
61394,188.71283963,22.62925895,4.80,-62.30,21.80,10.52,-16.00
61404,188.72685546,-67.75689436,6.11,-11.91,-2.33,2.97,10.10
61415,188.77650791,18.37706472,6.57,-1.30,24.90,1.24,4.90
61418,188.78233209,18.37705781,5.03,-4.31,23.21,5.31,3.03
61420,188.78403184,21.88138390,5.86,22.33,-19.29,5.11,-18.19
61443,188.87271235,-61.84157600,6.22,-271.65,-73.59,21.20,3.80
61444,188.87437008,-61.74080476,6.60,-13.62,-18.78,11.49,15.70
61449,188.88831638,-12.02109007,6.70,18.50,-20.60,5.47,
61463,188.92818671,-16.82610689,6.68,-79.30,15.00,13.56,3.70
61468,188.93971510,-41.02194474,5.12,-107.12,0.64,28.15,-11.00
61486,188.96981258,-12.06913458,6.61,-19.87,23.48,6.63,-11.30
61496,188.99497368,-20.52747639,6.20,33.33,-51.27,14.97,-2.00
61498,189.00429823,-39.86950517,5.78,-53.30,-21.20,13.74,7.10
61513,189.05110215,-52.41771834,6.56,-0.52,-10.18,3.30,
61544,189.15838623,-39.32629088,6.72,-35.77,-4.36,3.75,
61557,189.19417775,-50.33539437,6.40,-40.50,-13.40,9.80,
61558,189.19731092,-5.83189840,5.88,-27.98,-20.08,14.49,-6.00
61564,189.21889744,70.18472410,6.54,-8.42,-6.84,3.53,-31.65
61571,189.24305134,17.08953595,5.70,-36.12,-17.70,5.14,-11.61
61578,189.27845251,-2.32210292,6.95,156.16,-146.42,20.61,-26.60
61579,189.28174012,8.79686827,6.61,-52.96,2.92,6.15,23.00
61585,189.29590999,-69.13556382,2.69,-27.80,-33.90,10.34,13.00
61597,189.32992039,79.21548225,6.99,-124.70,11.20,28.26,-18.38
61621,189.42616117,-27.13888769,5.41,80.19,-94.26,29.13,-0.50
61622,189.42568082,-48.54130384,3.85,-186.04,-6.12,24.85,5.50
61628,189.46593737,4.28860854,6.99,-26.57,-31.16,9.80,0.50
61631,189.48531241,54.85312541,6.89,-21.10,-0.85,4.74,
61637,189.51840103,3.28244412,6.33,-29.83,-11.12,5.85,-1.40
61639,189.53021927,-55.93121778,6.95,-32.30,-9.00,9.01,5.90
61658,189.59335693,1.85466210,5.68,-80.40,-16.97,6.62,-15.60
